NAME,CDL_CODE,AREA,PERCENTAGE,YEAR,SWAT_CODE
Corn,1,10767.95,9.85,2008,CORN
Sorghum,4,2.06,0.0,2008,SGHY
Soybeans,5,8208.21,7.51,2008,SOYB
Sunflower,6,8.1,0.01,2008,SUNF
Sweet Corn,12,4.57,0.0,2008,CORN
Pop or Orn Corn,13,0.78,0.0,2008,CORN
Mint,14,0.01,0.0,2008,AGRR
Barley,21,5.92,0.01,2008,BARL
Spring Wheat,23,1.48,0.0,2008,SWHT
Winter Wheat,24,3072.54,2.81,2008,WWHT
Dbl Crop WinWht/Soybeans,26,2.06,0.0,2008,SOYB
Rye,27,20.99,0.02,2008,RYE
Oats,28,108.03,0.1,2008,OATS
Millet,29,0.24,0.0,2008,LENT
Speltz,30,9.29,0.01,2008,GRAS
Canola,31,0.08,0.0,2008,CANA
Alfalfa,36,3314.13,3.03,2008,ALFA
Other Hay/Non Alfalfa,37,565.45,0.52,2008,ALFA
Buckwheat,39,0.03,0.0,2008,AGRR
Sugarbeets,41,540.77,0.49,2008,AGRR
Dry Beans,42,832.97,0.76,2008,AGRR
Potatoes,43,108.3,0.1,2008,POTA
Other Crops,44,11.66,0.01,2008,AGRR
Misc Vegs & Fruits,47,0.04,0.0,2008,AGRR
Onions,49,7.95,0.01,2008,ONIO
Cucumbers,50,89.3,0.08,2008,CUCM
Peas,53,7.38,0.01,2008,PEAS
Tomatoes,54,9.83,0.01,2008,TOMA
Herbs,57,9.69,0.01,2008,SHRB
Clover/Wildflowers,58,7.86,0.01,2008,CLVA
Sod/Grass Seed,59,163.54,0.15,2008,GRAS
Switchgrass,60,0.15,0.0,2008,GRAS
Fallow/Idle Cropland,61,123.39,0.11,2008,AGRR
Cherries,66,531.22,0.49,2008,GRAP
Peaches,67,1.03,0.0,2008,GRAP
Apples,68,357.97,0.33,2008,APPL
Grapes,69,115.06,0.11,2008,GRAP
Christmas Trees,70,36.98,0.03,2008,GRAP
Pears,77,0.19,0.0,2008,GRAP
Open Water,111,2498.19,2.29,2008,WATR
Developed/Open Space,121,7138.35,6.53,2008,UIDU
Developed/Low Intensity,122,4878.3,4.46,2008,URLD
Developed/Med Intensity,123,1939.83,1.77,2008,URMD
Developed/High Intensity,124,781.81,0.72,2008,URHD
Barren,131,240.48,0.22,2008,SHRB
Deciduous Forest,141,27549.12,25.21,2008,FRSD
Evergreen Forest,142,4711.65,4.31,2008,FRSE
Mixed Forest,143,826.24,0.76,2008,FRST
Shrubland,152,761.97,0.7,2008,SHRB
 Grassland/Pasture,176,13844.43,12.67,2008,PAST
Woody Wetlands,190,14395.89,13.17,2008,WETL
Herbaceous Wetlands,195,584.7,0.53,2008,WETL
Triticale,205,0.26,0.0,2008,TRIT
Carrots,206,8.77,0.01,2008,CRRT
Asparagus,207,4.39,0.0,2008,ASPN
Peppers,216,2.54,0.0,2008,PEPP
Nectarines,218,0.01,0.0,2008,GRAP
Greens,219,0.1,0.0,2008,GRAS
Plums,220,0.05,0.0,2008,GRAP
Strawberries,221,0.24,0.0,2008,GRAP
Squash,222,11.73,0.01,2008,AGRR
Dbl Crop WinWht/Corn,225,0.4,0.0,2008,CORN
Pumpkins,229,3.52,0.0,2008,AGRR
Dbl Crop WinWht/Sorghum,236,0.0,0.0,2008,AGRR
Dbl Crop Corn/Soybeans,241,0.11,0.0,2008,AGRR
Blueberries,242,57.66,0.05,2008,GRAP
Cabbage,243,2.31,0.0,2008,CABG
Celery,245,0.87,0.0,2008,CELR
Radishes,246,0.62,0.0,2008,RADI
Turnips,247,0.19,0.0,2008,AGRR
Gourds,249,0.52,0.0,2008,ORCD
Cranberries,250,0.04,0.0,2008,AGRR
Corn,1,10587.32,9.69,2009,CORN
Sorghum,4,3.75,0.0,2009,SGHY
Soybeans,5,8995.76,8.23,2009,SOYB
Sunflower,6,6.64,0.01,2009,SUNF
Sweet Corn,12,2.92,0.0,2009,CORN
Pop or Orn Corn,13,0.55,0.0,2009,CORN
Mint,14,0.01,0.0,2009,AGRR
Barley,21,7.73,0.01,2009,BARL
Spring Wheat,23,0.29,0.0,2009,SWHT
Winter Wheat,24,2937.27,2.69,2009,WWHT
Dbl Crop WinWht/Soybeans,26,0.17,0.0,2009,SOYB
Rye,27,32.02,0.03,2009,RYE
Oats,28,107.7,0.1,2009,OATS
Millet,29,0.0,0.0,2009,LENT
Speltz,30,12.98,0.01,2009,GRAS
Canola,31,0.12,0.0,2009,CANA
Flaxseed,32,0.09,0.0,2009,FLAX
Safflower,33,0.03,0.0,2009,AGRR
Rape Seed,34,0.07,0.0,2009,CANA
Alfalfa,36,3269.22,2.99,2009,ALFA
Other Hay/Non Alfalfa,37,482.5,0.44,2009,ALFA
Buckwheat,39,0.05,0.0,2009,AGRR
Sugarbeets,41,517.19,0.47,2009,AGRR
Dry Beans,42,864.35,0.79,2009,AGRR
Potatoes,43,150.55,0.14,2009,POTA
Other Crops,44,6.04,0.01,2009,AGRR
Misc Vegs & Fruits,47,0.14,0.0,2009,AGRR
Watermelons,48,0.03,0.0,2009,WMEL
Onions,49,9.61,0.01,2009,ONIO
Cucumbers,50,112.86,0.1,2009,CUCM
Peas,53,7.9,0.01,2009,PEAS
Tomatoes,54,8.84,0.01,2009,TOMA
Herbs,57,6.83,0.01,2009,SHRB
Clover/Wildflowers,58,6.98,0.01,2009,CLVA
Sod/Grass Seed,59,120.73,0.11,2009,GRAS
Switchgrass,60,0.19,0.0,2009,GRAS
Fallow/Idle Cropland,61,280.34,0.26,2009,AGRR
Cherries,66,663.47,0.61,2009,GRAP
Peaches,67,1.06,0.0,2009,GRAP
Apples,68,480.87,0.44,2009,APPL
Grapes,69,181.17,0.17,2009,GRAP
Christmas Trees,70,41.96,0.04,2009,GRAP
Pears,77,0.57,0.0,2009,GRAP
Aquaculture,92,0.06,0.0,2009,AGRR
Open Water,111,2454.06,2.25,2009,WATR
Developed/Open Space,121,7116.01,6.51,2009,UIDU
Developed/Low Intensity,122,4880.09,4.47,2009,URLD
Developed/Med Intensity,123,1916.25,1.75,2009,URMD
Developed/High Intensity,124,776.14,0.71,2009,URHD
Barren,131,228.82,0.21,2009,SHRB
Deciduous Forest,141,27999.08,25.62,2009,FRSD
Evergreen Forest,142,4623.36,4.23,2009,FRSE
Mixed Forest,143,719.19,0.66,2009,FRST
Shrubland,152,802.22,0.73,2009,SHRB
 Grassland/Pasture,176,13162.87,12.04,2009,PAST
Woody Wetlands,190,13971.03,12.78,2009,WETL
Herbaceous Wetlands,195,557.23,0.51,2009,WETL
Triticale,205,0.47,0.0,2009,TRIT
Carrots,206,8.79,0.01,2009,CRRT
Asparagus,207,14.78,0.01,2009,ASPN
Cantaloupes,209,0.21,0.0,2009,CANT
Peppers,216,0.72,0.0,2009,PEPP
Greens,219,1.45,0.0,2009,GRAS
Plums,220,0.06,0.0,2009,GRAP
Strawberries,221,0.04,0.0,2009,GRAP
Squash,222,18.49,0.02,2009,AGRR
Dbl Crop WinWht/Corn,225,0.05,0.0,2009,CORN
Pumpkins,229,4.03,0.0,2009,AGRR
Dbl Crop WinWht/Sorghum,236,0.06,0.0,2009,AGRR
Dbl Crop Barley/Corn,237,0.01,0.0,2009,AGRR
Dbl Crop Soybeans/Cotton,239,0.01,0.0,2009,AGRR
Blueberries,242,120.69,0.11,2009,GRAP
Cabbage,243,3.87,0.0,2009,CABG
Celery,245,1.73,0.0,2009,CELR
Radishes,246,1.06,0.0,2009,RADI
Turnips,247,0.67,0.0,2009,AGRR
Eggplants,248,0.02,0.0,2009,EGGP
Corn,1,11139.86,10.19,2010,CORN
Sorghum,4,7.88,0.01,2010,SGHY
Soybeans,5,9144.95,8.37,2010,SOYB
Sunflower,6,9.37,0.01,2010,SUNF
Sweet Corn,12,11.95,0.01,2010,CORN
Pop or Orn Corn,13,1.52,0.0,2010,CORN
Mint,14,0.0,0.0,2010,AGRR
Barley,21,11.08,0.01,2010,BARL
Spring Wheat,23,1.13,0.0,2010,SWHT
Winter Wheat,24,2604.54,2.38,2010,WWHT
Dbl Crop WinWht/Soybeans,26,0.12,0.0,2010,SOYB
Rye,27,75.15,0.07,2010,RYE
Oats,28,233.34,0.21,2010,OATS
Millet,29,0.11,0.0,2010,LENT
Speltz,30,7.67,0.01,2010,GRAS
Canola,31,0.47,0.0,2010,CANA
Flaxseed,32,0.41,0.0,2010,FLAX
Safflower,33,0.08,0.0,2010,AGRR
Alfalfa,36,5646.39,5.17,2010,ALFA
Other Hay/Non Alfalfa,37,1500.46,1.37,2010,ALFA
Sugarbeets,41,559.95,0.51,2010,AGRR
Dry Beans,42,1107.15,1.01,2010,AGRR
Potatoes,43,140.71,0.13,2010,POTA
Other Crops,44,0.0,0.0,2010,AGRR
Watermelons,48,0.06,0.0,2010,WMEL
Onions,49,9.9,0.01,2010,ONIO
Peas,53,6.64,0.01,2010,PEAS
Tomatoes,54,5.24,0.0,2010,TOMA
Herbs,57,8.66,0.01,2010,SHRB
Clover/Wildflowers,58,18.32,0.02,2010,CLVA
Sod/Grass Seed,59,343.0,0.31,2010,GRAS
Fallow/Idle Cropland,61,572.93,0.52,2010,AGRR
Cherries,66,276.38,0.25,2010,GRAP
Peaches,67,4.14,0.0,2010,GRAP
Apples,68,146.2,0.13,2010,APPL
Grapes,69,56.37,0.05,2010,GRAP
Christmas Trees,70,68.94,0.06,2010,GRAP
Open Water,111,2444.91,2.24,2010,WATR
Developed/Open Space,121,6718.02,6.15,2010,UIDU
Developed/Low Intensity,122,4758.4,4.35,2010,URLD
Developed/Med Intensity,123,1822.87,1.67,2010,URMD
Developed/High Intensity,124,736.19,0.67,2010,URHD
Barren,131,218.94,0.2,2010,SHRB
Deciduous Forest,141,26899.67,24.61,2010,FRSD
Evergreen Forest,142,4789.17,4.38,2010,FRSE
Mixed Forest,143,1043.43,0.95,2010,FRST
Shrubland,152,462.64,0.42,2010,SHRB
 Grassland/Pasture,176,10298.08,9.42,2010,PAST
Woody Wetlands,190,14647.31,13.4,2010,WETL
Herbaceous Wetlands,195,559.4,0.51,2010,WETL
Triticale,205,1.63,0.0,2010,TRIT
Carrots,206,12.22,0.01,2010,CRRT
Asparagus,207,36.01,0.03,2010,ASPN
Cantaloupes,209,4.21,0.0,2010,CANT
Prunes,210,0.05,0.0,2010,AGRR
Broccoli,214,0.21,0.0,2010,BROC
Peppers,216,0.67,0.0,2010,PEPP
Greens,219,0.07,0.0,2010,GRAS
Plums,220,0.68,0.0,2010,GRAP
Strawberries,221,0.59,0.0,2010,GRAP
Squash,222,54.39,0.05,2010,AGRR
Vetch,224,0.06,0.0,2010,GRAS
Pumpkins,229,5.34,0.0,2010,AGRR
Dbl Crop Soybeans/Oats,240,0.0,0.0,2010,AGRR
Dbl Crop Corn/Soybeans,241,0.0,0.0,2010,AGRR
Blueberries,242,44.56,0.04,2010,GRAP
Celery,245,2.67,0.0,2010,CELR
Radishes,246,8.17,0.01,2010,RADI
Turnips,247,0.73,0.0,2010,AGRR
Eggplants,248,0.03,0.0,2010,EGGP
Gourds,249,0.08,0.0,2010,ORCD
Cranberries,250,0.03,0.0,2010,AGRR
Corn,1,10435.73,9.55,2011,CORN
Sorghum,4,6.75,0.01,2011,SGHY
Soybeans,5,8109.01,7.42,2011,SOYB
Sunflower,6,7.78,0.01,2011,SUNF
Sweet Corn,12,4.68,0.0,2011,CORN
Pop or Orn Corn,13,4.57,0.0,2011,CORN
Barley,21,11.72,0.01,2011,BARL
Spring Wheat,23,0.6,0.0,2011,SWHT
Winter Wheat,24,3138.93,2.87,2011,WWHT
Dbl Crop WinWht/Soybeans,26,0.1,0.0,2011,SOYB
Rye,27,54.06,0.05,2011,RYE
Oats,28,101.62,0.09,2011,OATS
Millet,29,0.14,0.0,2011,LENT
Speltz,30,1.83,0.0,2011,GRAS
Canola,31,0.68,0.0,2011,CANA
Mustard,35,0.05,0.0,2011,AGRR
Alfalfa,36,4196.41,3.84,2011,ALFA
Other Hay/Non Alfalfa,37,1176.75,1.08,2011,ALFA
Sugarbeets,41,550.41,0.5,2011,AGRR
Dry Beans,42,692.41,0.63,2011,AGRR
Potatoes,43,165.88,0.15,2011,POTA
Other Crops,44,0.0,0.0,2011,AGRR
Misc Vegs & Fruits,47,0.0,0.0,2011,AGRR
Watermelons,48,2.26,0.0,2011,WMEL
Onions,49,8.65,0.01,2011,ONIO
Peas,53,8.16,0.01,2011,PEAS
Tomatoes,54,5.1,0.0,2011,TOMA
Herbs,57,8.42,0.01,2011,SHRB
Clover/Wildflowers,58,18.51,0.02,2011,CLVA
Sod/Grass Seed,59,210.8,0.19,2011,GRAS
Switchgrass,60,12.0,0.01,2011,GRAS
Fallow/Idle Cropland,61,465.82,0.43,2011,AGRR
Cherries,66,255.99,0.23,2011,GRAP
Peaches,67,4.04,0.0,2011,GRAP
Apples,68,122.61,0.11,2011,APPL
Grapes,69,72.52,0.07,2011,GRAP
Christmas Trees,70,77.38,0.07,2011,GRAP
Walnuts,76,0.89,0.0,2011,WALN
Open Water,111,2488.9,2.28,2011,WATR
Developed/Open Space,121,7169.12,6.56,2011,UIDU
Developed/Low Intensity,122,4879.72,4.46,2011,URLD
Developed/Med Intensity,123,1910.72,1.75,2011,URMD
Developed/High Intensity,124,764.34,0.7,2011,URHD
Barren,131,263.54,0.24,2011,SHRB
Deciduous Forest,141,27718.67,25.36,2011,FRSD
Evergreen Forest,142,4959.84,4.54,2011,FRSE
Mixed Forest,143,878.0,0.8,2011,FRST
Shrubland,152,595.44,0.54,2011,SHRB
 Grassland/Pasture,176,12814.12,11.72,2011,PAST
Woody Wetlands,190,14180.26,12.97,2011,WETL
Herbaceous Wetlands,195,595.14,0.54,2011,WETL
Triticale,205,1.75,0.0,2011,TRIT
Carrots,206,15.21,0.01,2011,CRRT
Asparagus,207,44.18,0.04,2011,ASPN
Cantaloupes,209,0.02,0.0,2011,CANT
Prunes,210,0.02,0.0,2011,AGRR
Broccoli,214,0.48,0.0,2011,BROC
Peppers,216,2.44,0.0,2011,PEPP
Plums,220,0.2,0.0,2011,GRAP
Strawberries,221,0.13,0.0,2011,GRAP
Squash,222,32.08,0.03,2011,AGRR
Pumpkins,229,7.28,0.01,2011,AGRR
Dbl Crop Corn/Soybeans,241,0.15,0.0,2011,AGRR
Blueberries,242,30.99,0.03,2011,GRAP
Cabbage,243,1.08,0.0,2011,CABG
Celery,245,2.48,0.0,2011,CELR
Radishes,246,0.96,0.0,2011,RADI
Turnips,247,1.72,0.0,2011,AGRR
Gourds,249,0.02,0.0,2011,ORCD
Cranberries,250,0.19,0.0,2011,AGRR
Corn,1,11449.63,10.48,2012,CORN
Sorghum,4,7.19,0.01,2012,SGHY
Soybeans,5,8118.78,7.43,2012,SOYB
Sunflower,6,5.2,0.0,2012,SUNF
Sweet Corn,12,2.97,0.0,2012,CORN
Pop or Orn Corn,13,3.38,0.0,2012,CORN
Mint,14,0.26,0.0,2012,AGRR
Barley,21,10.97,0.01,2012,BARL
Spring Wheat,23,2.24,0.0,2012,SWHT
Winter Wheat,24,2499.43,2.29,2012,WWHT
Dbl Crop WinWht/Soybeans,26,0.3,0.0,2012,SOYB
Rye,27,27.25,0.02,2012,RYE
Oats,28,117.36,0.11,2012,OATS
Millet,29,0.04,0.0,2012,LENT
Speltz,30,2.07,0.0,2012,GRAS
Canola,31,0.91,0.0,2012,CANA
Alfalfa,36,4039.1,3.7,2012,ALFA
Other Hay/Non Alfalfa,37,1107.93,1.01,2012,ALFA
Camelina,38,0.03,0.0,2012,AGRR
Sugarbeets,41,695.47,0.64,2012,AGRR
Dry Beans,42,897.19,0.82,2012,AGRR
Potatoes,43,182.88,0.17,2012,POTA
Other Crops,44,0.01,0.0,2012,AGRR
Watermelons,48,2.06,0.0,2012,WMEL
Onions,49,12.47,0.01,2012,ONIO
Cucumbers,50,111.63,0.1,2012,CUCM
Peas,53,13.14,0.01,2012,PEAS
Tomatoes,54,9.61,0.01,2012,TOMA
Herbs,57,14.5,0.01,2012,SHRB
Clover/Wildflowers,58,20.52,0.02,2012,CLVA
Sod/Grass Seed,59,133.16,0.12,2012,GRAS
Switchgrass,60,0.11,0.0,2012,GRAS
Fallow/Idle Cropland,61,356.4,0.33,2012,AGRR
Cherries,66,295.63,0.27,2012,GRAP
Peaches,67,7.13,0.01,2012,GRAP
Apples,68,164.16,0.15,2012,APPL
Grapes,69,62.4,0.06,2012,GRAP
Christmas Trees,70,41.69,0.04,2012,GRAP
Other Tree Crops,71,0.35,0.0,2012,GRAP
Walnuts,76,0.26,0.0,2012,WALN
Pears,77,0.32,0.0,2012,GRAP
Open Water,111,2487.82,2.28,2012,WATR
Developed/Open Space,121,7166.21,6.56,2012,UIDU
Developed/Low Intensity,122,4898.51,4.48,2012,URLD
Developed/Med Intensity,123,1858.52,1.7,2012,URMD
Developed/High Intensity,124,762.1,0.7,2012,URHD
Barren,131,238.47,0.22,2012,SHRB
Deciduous Forest,141,27767.39,25.41,2012,FRSD
Evergreen Forest,142,4861.61,4.45,2012,FRSE
Mixed Forest,143,841.4,0.77,2012,FRST
Shrubland,152,638.77,0.58,2012,SHRB
 Grassland/Pasture,176,12649.38,11.57,2012,PAST
Woody Wetlands,190,13885.0,12.7,2012,WETL
Herbaceous Wetlands,195,665.0,0.61,2012,WETL
Triticale,205,1.66,0.0,2012,TRIT
Carrots,206,13.57,0.01,2012,CRRT
Asparagus,207,43.07,0.04,2012,ASPN
Broccoli,214,0.76,0.0,2012,BROC
Peppers,216,3.04,0.0,2012,PEPP
Plums,220,0.17,0.0,2012,GRAP
Strawberries,221,0.38,0.0,2012,GRAP
Squash,222,25.22,0.02,2012,AGRR
Dbl Crop WinWht/Corn,225,0.04,0.0,2012,CORN
Pumpkins,229,9.51,0.01,2012,AGRR
Dbl Crop WinWht/Sorghum,236,0.35,0.0,2012,AGRR
Blueberries,242,48.12,0.04,2012,GRAP
Cabbage,243,0.62,0.0,2012,CABG
Cauliflower,244,0.56,0.0,2012,CAUF
Celery,245,2.97,0.0,2012,CELR
Radishes,246,4.14,0.0,2012,RADI
Turnips,247,1.93,0.0,2012,AGRR
Eggplants,248,0.06,0.0,2012,EGGP
Gourds,249,0.03,0.0,2012,ORCD
Dbl Crop Barley/Soybeans,254,0.0,0.0,2012,AGRR
Corn,1,11590.48,10.61,2013,CORN
Sorghum,4,9.25,0.01,2013,SGHY
Soybeans,5,8119.35,7.43,2013,SOYB
Sunflower,6,3.22,0.0,2013,SUNF
Sweet Corn,12,7.33,0.01,2013,CORN
Pop or Orn Corn,13,6.59,0.01,2013,CORN
Mint,14,4.07,0.0,2013,AGRR
Barley,21,8.97,0.01,2013,BARL
Spring Wheat,23,1.06,0.0,2013,SWHT
Winter Wheat,24,3152.86,2.88,2013,WWHT
Dbl Crop WinWht/Soybeans,26,0.18,0.0,2013,SOYB
Rye,27,45.39,0.04,2013,RYE
Oats,28,129.57,0.12,2013,OATS
Millet,29,0.01,0.0,2013,LENT
Speltz,30,4.83,0.0,2013,GRAS
Canola,31,0.29,0.0,2013,CANA
Rape Seed,34,0.01,0.0,2013,CANA
Alfalfa,36,4055.96,3.71,2013,ALFA
Other Hay/Non Alfalfa,37,1144.94,1.05,2013,ALFA
Sugarbeets,41,709.65,0.65,2013,AGRR
Dry Beans,42,792.94,0.73,2013,AGRR
Potatoes,43,175.98,0.16,2013,POTA
Other Crops,44,0.0,0.0,2013,AGRR
Watermelons,48,4.1,0.0,2013,WMEL
Onions,49,8.76,0.01,2013,ONIO
Cucumbers,50,126.3,0.12,2013,CUCM
Peas,53,14.6,0.01,2013,PEAS
Tomatoes,54,16.47,0.02,2013,TOMA
Caneberries,55,0.09,0.0,2013,AGRR
Herbs,57,7.71,0.01,2013,SHRB
Clover/Wildflowers,58,24.1,0.02,2013,CLVA
Sod/Grass Seed,59,97.13,0.09,2013,GRAS
Switchgrass,60,34.61,0.03,2013,GRAS
Fallow/Idle Cropland,61,363.66,0.33,2013,AGRR
Cherries,66,349.77,0.32,2013,GRAP
Peaches,67,4.75,0.0,2013,GRAP
Apples,68,211.12,0.19,2013,APPL
Grapes,69,80.65,0.07,2013,GRAP
Christmas Trees,70,49.17,0.04,2013,GRAP
Walnuts,76,1.15,0.0,2013,WALN
Pears,77,1.14,0.0,2013,GRAP
Open Water,111,2472.87,2.26,2013,WATR
Developed/Open Space,121,7141.7,6.53,2013,UIDU
Developed/Low Intensity,122,4836.66,4.43,2013,URLD
Developed/Med Intensity,123,1909.74,1.75,2013,URMD
Developed/High Intensity,124,771.49,0.71,2013,URHD
Barren,131,245.14,0.22,2013,SHRB
Deciduous Forest,141,27658.7,25.31,2013,FRSD
Evergreen Forest,142,4789.31,4.38,2013,FRSE
Mixed Forest,143,891.17,0.82,2013,FRST
Shrubland,152,544.83,0.5,2013,SHRB
 Grassland/Pasture,176,11564.87,10.58,2013,PAST
Woody Wetlands,190,14326.8,13.11,2013,WETL
Herbaceous Wetlands,195,596.6,0.55,2013,WETL
Triticale,205,3.98,0.0,2013,TRIT
Carrots,206,13.89,0.01,2013,CRRT
Asparagus,207,47.94,0.04,2013,ASPN
Broccoli,214,0.91,0.0,2013,BROC
Peppers,216,5.08,0.0,2013,PEPP
Plums,220,1.62,0.0,2013,GRAP
Strawberries,221,0.43,0.0,2013,GRAP
Squash,222,20.11,0.02,2013,AGRR
Pumpkins,229,6.48,0.01,2013,AGRR
Blueberries,242,72.47,0.07,2013,GRAP
Cabbage,243,7.66,0.01,2013,CABG
Celery,245,2.8,0.0,2013,CELR
Radishes,246,0.57,0.0,2013,RADI
Turnips,247,0.13,0.0,2013,AGRR
Gourds,249,0.17,0.0,2013,ORCD
Cranberries,250,0.11,0.0,2013,AGRR
Corn,1,10188.29,9.32,2014,CORN
Sorghum,4,9.46,0.01,2014,SGHY
Soybeans,5,9684.35,8.86,2014,SOYB
Sunflower,6,5.01,0.0,2014,SUNF
Sweet Corn,12,5.63,0.01,2014,CORN
Pop or Orn Corn,13,8.16,0.01,2014,CORN
Mint,14,2.15,0.0,2014,AGRR
Barley,21,7.79,0.01,2014,BARL
Spring Wheat,23,0.68,0.0,2014,SWHT
Winter Wheat,24,2740.4,2.51,2014,WWHT
Dbl Crop WinWht/Soybeans,26,0.02,0.0,2014,SOYB
Rye,27,59.53,0.05,2014,RYE
Oats,28,155.93,0.14,2014,OATS
Millet,29,0.1,0.0,2014,LENT
Speltz,30,6.25,0.01,2014,GRAS
Canola,31,0.03,0.0,2014,CANA
Rape Seed,34,0.02,0.0,2014,CANA
Alfalfa,36,3905.8,3.57,2014,ALFA
Other Hay/Non Alfalfa,37,874.21,0.8,2014,ALFA
Buckwheat,39,0.71,0.0,2014,AGRR
Sugarbeets,41,669.61,0.61,2014,AGRR
Dry Beans,42,1111.97,1.02,2014,AGRR
Potatoes,43,158.49,0.15,2014,POTA
Other Crops,44,0.01,0.0,2014,AGRR
Watermelons,48,6.65,0.01,2014,WMEL
Onions,49,2.06,0.0,2014,ONIO
Cucumbers,50,81.32,0.07,2014,CUCM
Peas,53,18.12,0.02,2014,PEAS
Tomatoes,54,10.96,0.01,2014,TOMA
Hops,56,1.71,0.0,2014,AGRR
Herbs,57,7.19,0.01,2014,SHRB
Clover/Wildflowers,58,15.88,0.01,2014,CLVA
Sod/Grass Seed,59,39.88,0.04,2014,GRAS
Switchgrass,60,28.25,0.03,2014,GRAS
Fallow/Idle Cropland,61,501.68,0.46,2014,AGRR
Cherries,66,353.17,0.32,2014,GRAP
Peaches,67,7.05,0.01,2014,GRAP
Apples,68,204.82,0.19,2014,APPL
Grapes,69,88.72,0.08,2014,GRAP
Christmas Trees,70,34.57,0.03,2014,GRAP
Walnuts,76,2.01,0.0,2014,WALN
Pears,77,1.2,0.0,2014,GRAP
